0.000000000000000000e+00,-1.000000000000000000e+00
-4.523809523809522309e-02,-9.499999999999999556e-01
-8.181818181818188707e-02,-8.999999999999999112e-01
-1.108695652173913443e-01,-8.499999999999998668e-01
-1.333333333333334425e-01,-7.999999999999998224e-01
-1.500000000000000500e-01,-7.499999999999997780e-01
-1.615384615384616029e-01,-6.999999999999997335e-01
-1.685185185185185397e-01,-6.499999999999996891e-01
-1.714285714285714302e-01,-5.999999999999996447e-01
-1.706896551724137734e-01,-5.499999999999996003e-01
-1.666666666666666297e-01,-4.999999999999995559e-01
-1.596774193548386178e-01,-4.499999999999995115e-01
-1.499999999999998834e-01,-3.999999999999994671e-01
-1.378787878787877119e-01,-3.499999999999994227e-01
-1.235294117647056794e-01,-2.999999999999993783e-01
-1.071428571428569149e-01,-2.499999999999993339e-01
-8.888888888888862860e-02,-1.999999999999992895e-01
-6.891891891891860356e-02,-1.499999999999992450e-01
-4.736842105263121966e-02,-9.999999999999920064e-02
-2.435897435897395671e-02,-4.999999999999915623e-02
4.440892098500628134e-16,8.881784197001252323e-16
2.560975609756146673e-02,5.000000000000093259e-02
5.238095238095291650e-02,1.000000000000009770e-01
8.023255813953544813e-02,1.500000000000010214e-01
1.090909090909097101e-01,2.000000000000010658e-01
1.388888888888895612e-01,2.500000000000011102e-01
1.695652173913050620e-01,3.000000000000011546e-01
2.010638297872347768e-01,3.500000000000011990e-01
2.333333333333341697e-01,4.000000000000012434e-01
2.663265306122457599e-01,4.500000000000012879e-01
3.000000000000009326e-01,5.000000000000013323e-01
3.343137254901970001e-01,5.500000000000013767e-01
3.692307692307701950e-01,6.000000000000014211e-01
4.047169811320765476e-01,6.500000000000014655e-01
4.407407407407417654e-01,7.000000000000015099e-01
4.772727272727284031e-01,7.500000000000015543e-01
5.142857142857154562e-01,8.000000000000015987e-01
5.517543859649135518e-01,8.500000000000016431e-01
5.896551724137943928e-01,9.000000000000016875e-01
6.279661016949165120e-01,9.500000000000017319e-01
