-1.000000000000000000e+00,1.872449120507092779e+00
-9.799999999999999822e-01,1.876563059923205268e+00
-9.599999999999999645e-01,1.880922635820543976e+00
-9.399999999999999467e-01,1.885542631804156155e+00
-9.199999999999999289e-01,1.890439276262210644e+00
-8.999999999999999112e-01,1.895630413242824774e+00
-8.799999999999998934e-01,1.901135699240828814e+00
-8.599999999999998757e-01,1.906976830626231578e+00
-8.399999999999998579e-01,1.913177807480881842e+00
-8.199999999999998401e-01,1.919765240910450421e+00
-7.999999999999998224e-01,1.926768712544940421e+00
-7.799999999999998046e-01,1.934221197039413198e+00
-7.599999999999997868e-01,1.942159561082795305e+00
-7.399999999999997691e-01,1.950625155915715281e+00
-7.199999999999997513e-01,1.959664524924676243e+00
-6.999999999999997335e-01,1.969330253907240591e+00
-6.799999999999997158e-01,1.979681999642414647e+00
-6.599999999999996980e-01,1.990787743246184904e+00
-6.399999999999996803e-01,2.002725329605759441e+00
-6.199999999999996625e-01,2.015584374694560754e+00
-5.999999999999996447e-01,2.029468651387602129e+00
-5.799999999999996270e-01,2.044499105559254293e+00
-5.599999999999996092e-01,2.060817714119846933e+00
-5.399999999999995914e-01,2.078592485525589062e+00
-5.199999999999995737e-01,2.098024038267785496e+00
-4.999999999999995559e-01,2.119354403166187950e+00
-4.799999999999995381e-01,2.142879032786519033e+00
-4.599999999999995204e-01,2.168963561479862800e+00
-4.399999999999995026e-01,2.198067826558307125e+00
-4.199999999999994849e-01,2.230781409378712166e+00
-3.999999999999994671e-01,2.267878295036839020e+00
-3.799999999999994493e-01,2.310405072932077530e+00
-3.599999999999994316e-01,2.359832255611530538e+00
-3.399999999999994138e-01,2.418335763471135103e+00
-3.199999999999993960e-01,2.489382598775384370e+00
-2.999999999999993783e-01,2.579170177609546588e+00
-2.799999999999993605e-01,2.701310413330246796e+00
-2.599999999999993427e-01,2.906350147974239295e+00
2.600000000000011191e-01,2.352425056155819649e-01
2.800000000000011369e-01,4.402822402595594764e-01
3.000000000000011546e-01,5.624224759802556317e-01
3.200000000000011724e-01,6.522100548144156296e-01
3.400000000000011902e-01,7.232568901186638977e-01
3.600000000000012079e-01,7.817603979782672408e-01
3.800000000000012257e-01,8.311875806577199155e-01
4.000000000000012434e-01,8.737143585529577594e-01
4.200000000000012612e-01,9.108112442110842810e-01
4.400000000000012790e-01,9.435248270314888774e-01
4.600000000000012967e-01,9.726290921099329800e-01
4.800000000000013145e-01,9.987136208032763030e-01
5.000000000000013323e-01,1.022238250423607386e+00
5.200000000000013500e-01,1.043568615322009396e+00
5.400000000000013678e-01,1.063000168064205830e+00
5.600000000000013856e-01,1.080774939469947959e+00
5.800000000000014033e-01,1.097093548030540378e+00
6.000000000000014211e-01,1.112124002202192541e+00
6.200000000000014388e-01,1.126008278895233916e+00
6.400000000000014566e-01,1.138867323984035007e+00
6.600000000000014744e-01,1.150804910343609100e+00
6.800000000000014921e-01,1.161910653947379579e+00
7.000000000000015099e-01,1.172262399682553413e+00
7.200000000000015277e-01,1.181928128665117761e+00
7.400000000000015454e-01,1.190967497674078501e+00
7.600000000000015632e-01,1.199433092506998477e+00
7.800000000000015810e-01,1.207371456550380584e+00
8.000000000000015987e-01,1.214823941044853139e+00
8.200000000000016165e-01,1.221827412679343361e+00
8.400000000000016342e-01,1.228414846108911940e+00
8.600000000000016520e-01,1.234615822963561982e+00
8.800000000000016698e-01,1.240456954348964747e+00
9.000000000000016875e-01,1.245962240346969008e+00
9.200000000000017053e-01,1.251153377327582916e+00
9.400000000000017231e-01,1.256050021785637405e+00
9.600000000000017408e-01,1.260670017769249585e+00
9.800000000000017586e-01,1.265029593666588292e+00
